date,store,sales
2016-10-19,2,3309
2016-10-19,3,2968
2016-10-19,4,2708
2016-10-19,5,1989
2016-10-19,6,2009
2016-10-19,7,1755
2016-10-19,8,3123
2016-10-19,9,2686
2016-10-19,10,3041
2016-10-20,1,2452
2016-10-20,2,3530
2016-10-20,3,3185
2016-10-20,4,2981
2016-10-20,5,2121
2016-10-20,6,2159
2016-10-20,7,1882
2016-10-20,8,3376
2016-10-20,9,2979
2016-10-20,10,3077
2016-10-21,1,2611
2016-10-21,2,3765
2016-10-21,3,3313
2016-10-21,4,3204
2016-10-21,5,2231
2016-10-21,6,2231
2016-10-21,7,2031
2016-10-21,8,3695
2016-10-21,9,3062
2016-10-21,10,3328
2016-10-22,1,2877
2016-10-22,2,3994
2016-10-22,3,3497
2016-10-22,4,3275
2016-10-22,5,2376
2016-10-22,6,2430
2016-10-22,7,2136
2016-10-22,8,3833
2016-10-22,9,3299
2016-10-22,10,3478
2016-10-23,1,3066
2016-10-23,2,4289
2016-10-23,3,3623
2016-10-23,4,3381
2016-10-23,5,2462
2016-10-23,6,2423
2016-10-23,7,2320
2016-10-23,8,4099
2016-10-23,9,3482
2016-10-23,10,3780
2016-10-24,1,1980
2016-10-24,2,2800
2016-10-24,3,2518
2016-10-24,4,2319
2016-10-24,5,1691
2016-10-24,6,1671
2016-10-24,7,1586
2016-10-24,8,2723
2016-10-24,9,2275
2016-10-24,10,2480
2016-10-25,1,2367
2016-10-25,2,3382
2016-10-25,3,2937
2016-10-25,4,2721
2016-10-25,5,1960
2016-10-25,6,1999
2016-10-25,7,1802
2016-10-25,8,3157
2016-10-25,9,2784
2016-10-25,10,2885
2016-10-26,1,2346
2016-10-26,2,3205
2016-10-26,3,2852
2016-10-26,4,2677
2016-10-26,5,1924
2016-10-26,6,1950
2016-10-26,7,1748
2016-10-26,8,3138
2016-10-26,9,2629
2016-10-26,10,2845
2016-10-27,1,2554
2016-10-27,2,3602
2016-10-27,3,3204
2016-10-27,4,2783
2016-10-27,5,2084
2016-10-27,6,2054
2016-10-27,7,1926
2016-10-27,8,3412
2016-10-27,9,2853
2016-10-27,10,3041
2016-10-28,1,2694
2016-10-28,2,3849
2016-10-28,3,3344
2016-10-28,4,3029
2016-10-28,5,2214
2016-10-28,6,2265
2016-10-28,7,2085
2016-10-28,8,3554
2016-10-28,9,3165
2016-10-28,10,3360
2016-10-29,1,2932
2016-10-29,2,4033
2016-10-29,3,3540
2016-10-29,4,3236
2016-10-29,5,2339
2016-10-29,6,2363
2016-10-29,7,2194
2016-10-29,8,3761
2016-10-29,9,3208
2016-10-29,10,3373
2016-10-30,1,2984
2016-10-30,2,4091
2016-10-30,3,3623
2016-10-30,4,3466
2016-10-30,5,2535
2016-10-30,6,2561
2016-10-30,7,2229
2016-10-30,8,4129
2016-10-30,9,3478
2016-10-30,10,3613
2016-10-31,1,2023
2016-10-31,2,2836
2016-10-31,3,2440
2016-10-31,4,2325
2016-10-31,5,1742
2016-10-31,6,1684
2016-10-31,7,1544
2016-10-31,8,2656
2016-10-31,9,2317
2016-10-31,10,2409
2016-11-01,1,2520
2016-11-01,2,3497
2016-11-01,3,3115
2016-11-01,4,2884
2016-11-01,5,2109
2016-11-01,6,2090
2016-11-01,7,1973
2016-11-01,8,3391
2016-11-01,9,2952
2016-11-01,10,3121
2016-11-02,1,2573
2016-11-02,2,3525
2016-11-02,3,3230
2016-11-02,4,2941
2016-11-02,5,2092
2016-11-02,6,2069
2016-11-02,7,1971
2016-11-02,8,3401
2016-11-02,9,3040
2016-11-02,10,3118
2016-11-03,1,2576
2016-11-03,2,3848
2016-11-03,3,3296
2016-11-03,4,3010
2016-11-03,5,2223
2016-11-03,6,2210
2016-11-03,7,2058
2016-11-03,8,3652
2016-11-03,9,3198
2016-11-03,10,3293
2016-11-04,1,2814
2016-11-04,2,4082
2016-11-04,3,3613
2016-11-04,4,3287
2016-11-04,5,2446
2016-11-04,6,2420
2016-11-04,7,2234
2016-11-04,8,3762
2016-11-04,9,3362
2016-11-04,10,3470
2016-11-05,1,2977
2016-11-05,2,4337
2016-11-05,3,3819
2016-11-05,4,3465
2016-11-05,5,2655
2016-11-05,6,2486
2016-11-05,7,2476
2016-11-05,8,4146
2016-11-05,9,3563
2016-11-05,10,3699
2016-11-06,1,3220
2016-11-06,2,4626
2016-11-06,3,4043
2016-11-06,4,3715
2016-11-06,5,2700
2016-11-06,6,2689
2016-11-06,7,2466
2016-11-06,8,4290
2016-11-06,9,3639
2016-11-06,10,4132
2016-11-07,1,2136
2016-11-07,2,3026
2016-11-07,3,2568
2016-11-07,4,2447
2016-11-07,5,1851
2016-11-07,6,1808
2016-11-07,7,1599
2016-11-07,8,2820
2016-11-07,9,2460
2016-11-07,10,2579
2016-11-08,1,2450
2016-11-08,2,3546
2016-11-08,3,3083
2016-11-08,4,2867
2016-11-08,5,2120
2016-11-08,6,2060
2016-11-08,7,1967
2016-11-08,8,3442
2016-11-08,9,2813
2016-11-08,10,3183
2016-11-09,1,2552
2016-11-09,2,3679
2016-11-09,3,3100
2016-11-09,4,2842
2016-11-09,5,2083
2016-11-09,6,2124
2016-11-09,7,1924
2016-11-09,8,3352
2016-11-09,9,2931
2016-11-09,10,3045
2016-11-10,1,2633
2016-11-10,2,3720
2016-11-10,3,3346
2016-11-10,4,3233
2016-11-10,5,2240
2016-11-10,6,2188
2016-11-10,7,2051
2016-11-10,8,3568
2016-11-10,9,3134
2016-11-10,10,3426
2016-11-11,1,2892
2016-11-11,2,4106
2016-11-11,3,3586
2016-11-11,4,3374
2016-11-11,5,2382
2016-11-11,6,2386
2016-11-11,7,2207
2016-11-11,8,3909
2016-11-11,9,3384
2016-11-11,10,3498
2016-11-12,1,3095
2016-11-12,2,4221
2016-11-12,3,3730
2016-11-12,4,3587
2016-11-12,5,2523
2016-11-12,6,2540
2016-11-12,7,2356
2016-11-12,8,4045
2016-11-12,9,3628
2016-11-12,10,3771
2016-11-13,1,3345
2016-11-13,2,4605
2016-11-13,3,4109
2016-11-13,4,3679
2016-11-13,5,2778
2016-11-13,6,2696
2016-11-13,7,2555
2016-11-13,8,4374
2016-11-13,9,3765
2016-11-13,10,3847
2016-11-14,1,2125
2016-11-14,2,3026
2016-11-14,3,2804
2016-11-14,4,2473
2016-11-14,5,1784
2016-11-14,6,1811
2016-11-14,7,1704
2016-11-14,8,2824
2016-11-14,9,2417
2016-11-14,10,2693
2016-11-15,1,2534
2016-11-15,2,3458
2016-11-15,3,3185
2016-11-15,4,2931
2016-11-15,5,2108
2016-11-15,6,2158
2016-11-15,7,1993
2016-11-15,8,3330
2016-11-15,9,2867
2016-11-15,10,3148
2016-11-16,1,2491
2016-11-16,2,3551
2016-11-16,3,3106
2016-11-16,4,2930
2016-11-16,5,2079
2016-11-16,6,2160
2016-11-16,7,1925
2016-11-16,8,3392
2016-11-16,9,2959
2016-11-16,10,3108
2016-11-17,1,2752
2016-11-17,2,3763
2016-11-17,3,3310
2016-11-17,4,3143
2016-11-17,5,2293
2016-11-17,6,2242
2016-11-17,7,2045
2016-11-17,8,3625
2016-11-17,9,3062
2016-11-17,10,3387
2016-11-18,1,2818
2016-11-18,2,4131
2016-11-18,3,3541
2016-11-18,4,3263
2016-11-18,5,2423
2016-11-18,6,2313
2016-11-18,7,2174
2016-11-18,8,3915
2016-11-18,9,3305
2016-11-18,10,3536
2016-11-19,1,3030
2016-11-19,2,4306
2016-11-19,3,3824
2016-11-19,4,3598
2016-11-19,5,2544
2016-11-19,6,2514
2016-11-19,7,2362
2016-11-19,8,4097
2016-11-19,9,3509
2016-11-19,10,3727
2016-11-20,1,3200
2016-11-20,2,4674
2016-11-20,3,3911
2016-11-20,4,3706
2016-11-20,5,2691
2016-11-20,6,2677
2016-11-20,7,2573
2016-11-20,8,4369
2016-11-20,9,3661
2016-11-20,10,4026
2016-11-21,1,2100
2016-11-21,2,3008
2016-11-21,3,2708
2016-11-21,4,2518
2016-11-21,5,1881
2016-11-21,6,1774
2016-11-21,7,1627
2016-11-21,8,2934
2016-11-21,9,2481
2016-11-21,10,2661
2016-11-22,1,2442
2016-11-22,2,3528
2016-11-22,3,3107
2016-11-22,4,2874
2016-11-22,5,2032
2016-11-22,6,2097
2016-11-22,7,1940
2016-11-22,8,3409
2016-11-22,9,2926
2016-11-22,10,3080
2016-11-23,1,2569
2016-11-23,2,3514
2016-11-23,3,3160
2016-11-23,4,2965
2016-11-23,5,2074
2016-11-23,6,2056
2016-11-23,7,1915
2016-11-23,8,3419
2016-11-23,9,2875
2016-11-23,10,3095
2016-11-24,1,2684
2016-11-24,2,3778
2016-11-24,3,3334
2016-11-24,4,3084
2016-11-24,5,2289
2016-11-24,6,2214
2016-11-24,7,2084
2016-11-24,8,3662
2016-11-24,9,3096
2016-11-24,10,3319
2016-11-25,1,2847
2016-11-25,2,4062
2016-11-25,3,3551
2016-11-25,4,3327
2016-11-25,5,2488
2016-11-25,6,2361
2016-11-25,7,2134
2016-11-25,8,3888
2016-11-25,9,3416
2016-11-25,10,3564
2016-11-26,1,2935
2016-11-26,2,4314
2016-11-26,3,3692
2016-11-26,4,3538
2016-11-26,5,2631
2016-11-26,6,2557
2016-11-26,7,2298
2016-11-26,8,4118
2016-11-26,9,3573
2016-11-26,10,3779
2016-11-27,1,3166
2016-11-27,2,4547
2016-11-27,3,4030
2016-11-27,4,3757
2016-11-27,5,2733
2016-11-27,6,2664
2016-11-27,7,2364
2016-11-27,8,4343
2016-11-27,9,3730
2016-11-27,10,4023
2016-11-28,1,2106
2016-11-28,2,3067
2016-11-28,3,2799
2016-11-28,4,2517
2016-11-28,5,1730
2016-11-28,6,1792
2016-11-28,7,1626
2016-11-28,8,2920
2016-11-28,9,2376
2016-11-28,10,2688
2016-11-29,1,2491
2016-11-29,2,3584
2016-11-29,3,3159
2016-11-29,4,2951
2016-11-29,5,2083
2016-11-29,6,2147
2016-11-29,7,1962
2016-11-29,8,3412
2016-11-29,9,2889
2016-11-29,10,3130
2016-11-30,1,2505
2016-11-30,2,3576
2016-11-30,3,3069
2016-11-30,4,2910
2016-11-30,5,2110
2016-11-30,6,2088
2016-11-30,7,1954
2016-11-30,8,3432
2016-11-30,9,2850
2016-11-30,10,3090
2016-12-01,1,1890
2016-12-01,2,2743
2016-12-01,3,2368
2016-12-01,4,2252
2016-12-01,5,1586
2016-12-01,6,1636
2016-12-01,7,1483
2016-12-01,8,2624
2016-12-01,9,2232
2016-12-01,10,2381
2016-12-02,1,1993
2016-12-02,2,2830
2016-12-02,3,2554
2016-12-02,4,2338
2016-12-02,5,1658
2016-12-02,6,1799
2016-12-02,7,1561
2016-12-02,8,2777
2016-12-02,9,2317
2016-12-02,10,2498
2016-12-03,1,2113
2016-12-03,2,3147
2016-12-03,3,2732
2016-12-03,4,2416
2016-12-03,5,1813
2016-12-03,6,1778
2016-12-03,7,1633
2016-12-03,8,2917
2016-12-03,9,2496
2016-12-03,10,2683
2016-12-04,1,2330
2016-12-04,2,3248
2016-12-04,3,2823
2016-12-04,4,2598
2016-12-04,5,1931
2016-12-04,6,1938
2016-12-04,7,1804
2016-12-04,8,3135
2016-12-04,9,2681
2016-12-04,10,2810
2016-12-05,1,1596
2016-12-05,2,2193
2016-12-05,3,2016
2016-12-05,4,1807
2016-12-05,5,1305
2016-12-05,6,1321
2016-12-05,7,1118
2016-12-05,8,1975
2016-12-05,9,1711
2016-12-05,10,1845
2016-12-06,1,1759
2016-12-06,2,2452
2016-12-06,3,2224
2016-12-06,4,2060
2016-12-06,5,1476
2016-12-06,6,1417
2016-12-06,7,1338
2016-12-06,8,2398
2016-12-06,9,2062
2016-12-06,10,2195
2016-12-07,1,1749
2016-12-07,2,2480
2016-12-07,3,2203
2016-12-07,4,2057
2016-12-07,5,1550
2016-12-07,6,1530
2016-12-07,7,1347
2016-12-07,8,2459
2016-12-07,9,2153
2016-12-07,10,2086
2016-12-08,1,1833
2016-12-08,2,2792
2016-12-08,3,2377
2016-12-08,4,2288
2016-12-08,5,1530
2016-12-08,6,1574
2016-12-08,7,1510
2016-12-08,8,2587
2016-12-08,9,2327
2016-12-08,10,2454
2016-12-09,1,2073
2016-12-09,2,2841
2016-12-09,3,2561
2016-12-09,4,2414
2016-12-09,5,1740
2016-12-09,6,1783
2016-12-09,7,1579
2016-12-09,8,2804
2016-12-09,9,2331
2016-12-09,10,2612
2016-12-10,1,2194
2016-12-10,2,3130
2016-12-10,3,2763
2016-12-10,4,2550
2016-12-10,5,1806
2016-12-10,6,1778
2016-12-10,7,1688
2016-12-10,8,2962
2016-12-10,9,2496
2016-12-10,10,2719
2016-12-11,1,2324
2016-12-11,2,3194
2016-12-11,3,2794
2016-12-11,4,2634
2016-12-11,5,1988
2016-12-11,6,1895
2016-12-11,7,1725
2016-12-11,8,3132
2016-12-11,9,2643
2016-12-11,10,2858
2016-12-12,1,1629
2016-12-12,2,2188
2016-12-12,3,1990
2016-12-12,4,1796
2016-12-12,5,1287
2016-12-12,6,1241
2016-12-12,7,1149
2016-12-12,8,2052
2016-12-12,9,1734
2016-12-12,10,1930
2016-12-13,1,1723
2016-12-13,2,2549
2016-12-13,3,2222
2016-12-13,4,2076
2016-12-13,5,1483
2016-12-13,6,1495
2016-12-13,7,1343
2016-12-13,8,2462
2016-12-13,9,2109
2016-12-13,10,2304
2016-12-14,1,1803
2016-12-14,2,2526
2016-12-14,3,2244
2016-12-14,4,2084
2016-12-14,5,1476
2016-12-14,6,1560
2016-12-14,7,1388
2016-12-14,8,2454
2016-12-14,9,2052
2016-12-14,10,2199
2016-12-15,1,1878
2016-12-15,2,2732
2016-12-15,3,2417
2016-12-15,4,2251
2016-12-15,5,1646
2016-12-15,6,1653
2016-12-15,7,1458
2016-12-15,8,2596
2016-12-15,9,2178
2016-12-15,10,2300
2016-12-16,1,2141
2016-12-16,2,2913
2016-12-16,3,2489
2016-12-16,4,2373
2016-12-16,5,1694
2016-12-16,6,1714
2016-12-16,7,1601
2016-12-16,8,2671
2016-12-16,9,2372
2016-12-16,10,2618
2016-12-17,1,2196
2016-12-17,2,3055
2016-12-17,3,2619
2016-12-17,4,2582
2016-12-17,5,1923
2016-12-17,6,1909
2016-12-17,7,1644
2016-12-17,8,2957
2016-12-17,9,2541
2016-12-17,10,2675
2016-12-18,1,2216
2016-12-18,2,3270
2016-12-18,3,2893
2016-12-18,4,2610
2016-12-18,5,1938
2016-12-18,6,1930
2016-12-18,7,1705
2016-12-18,8,3130
2016-12-18,9,2560
2016-12-18,10,2792
2016-12-19,1,1481
2016-12-19,2,2215
2016-12-19,3,1906
2016-12-19,4,1764
2016-12-19,5,1250
2016-12-19,6,1326
2016-12-19,7,1165
2016-12-19,8,2093
2016-12-19,9,1788
2016-12-19,10,1844
2016-12-20,1,1804
2016-12-20,2,2540
2016-12-20,3,2244
2016-12-20,4,2065
2016-12-20,5,1558
2016-12-20,6,1527
2016-12-20,7,1392
2016-12-20,8,2423
2016-12-20,9,2034
2016-12-20,10,2187
2016-12-21,1,1826
2016-12-21,2,2445
2016-12-21,3,2271
2016-12-21,4,2022
2016-12-21,5,1486
2016-12-21,6,1488
2016-12-21,7,1396
2016-12-21,8,2335
2016-12-21,9,1961
2016-12-21,10,2206
2016-12-22,1,1976
2016-12-22,2,2739
2016-12-22,3,2475
2016-12-22,4,2211
2016-12-22,5,1634
2016-12-22,6,1648
2016-12-22,7,1474
2016-12-22,8,2628
2016-12-22,9,2266
2016-12-22,10,2357
2016-12-23,1,2114
2016-12-23,2,2815
2016-12-23,3,2553
2016-12-23,4,2457
2016-12-23,5,1684
2016-12-23,6,1675
2016-12-23,7,1621
2016-12-23,8,2703
2016-12-23,9,2401
2016-12-23,10,2526
2016-12-24,1,2160
2016-12-24,2,3140
2016-12-24,3,2822
2016-12-24,4,2484
2016-12-24,5,1873
2016-12-24,6,1837
2016-12-24,7,1659
2016-12-24,8,2973
2016-12-24,9,2490
2016-12-24,10,2749
2016-12-25,1,2279
2016-12-25,2,3194
2016-12-25,3,2853
2016-12-25,4,2702
2016-12-25,5,1899
2016-12-25,6,1869
2016-12-25,7,1766
2016-12-25,8,3102
2016-12-25,9,2725
2016-12-25,10,2806
2016-12-26,1,1540
2016-12-26,2,2075
2016-12-26,3,1919
2016-12-26,4,1836
2016-12-26,5,1228
2016-12-26,6,1283
2016-12-26,7,1224
2016-12-26,8,2086
2016-12-26,9,1752
2016-12-26,10,1888
2016-12-27,1,1735
2016-12-27,2,2462
2016-12-27,3,2196
2016-12-27,4,2010
2016-12-27,5,1467
2016-12-27,6,1488
2016-12-27,7,1391
2016-12-27,8,2459
2016-12-27,9,1960
2016-12-27,10,2173
2016-12-28,1,1776
2016-12-28,2,2491
2016-12-28,3,2226
2016-12-28,4,2097
2016-12-28,5,1473
2016-12-28,6,1514
2016-12-28,7,1344
2016-12-28,8,2416
2016-12-28,9,2095
2016-12-28,10,2128
2016-12-29,1,1943
2016-12-29,2,2801
2016-12-29,3,2419
2016-12-29,4,2231
2016-12-29,5,1574
2016-12-29,6,1556
2016-12-29,7,1399
2016-12-29,8,2579
2016-12-29,9,2177
2016-12-29,10,2432
2016-12-30,1,2062
2016-12-30,2,2847
2016-12-30,3,2571
2016-12-30,4,2352
2016-12-30,5,1765
2016-12-30,6,1646
2016-12-30,7,1552
2016-12-30,8,2713
2016-12-30,9,2304
2016-12-30,10,2484
2016-12-31,1,2110
2016-12-31,2,3092
2016-12-31,3,2687
2016-12-31,4,2467
2016-12-31,5,1811
2016-12-31,6,1723
2016-12-31,7,1633
2016-12-31,8,3017
2016-12-31,9,2552
2016-12-31,10,2700
2017-01-01,1,2155
2017-01-01,2,3044
2017-01-01,3,2753
2017-01-01,4,2441
2017-01-01,5,1819
2017-01-01,6,1780
2017-01-01,7,1638
2017-01-01,8,2823
2017-01-01,9,2519
2017-01-01,10,2737
2017-01-02,1,1441
2017-01-02,2,1967
2017-01-02,3,1855
2017-01-02,4,1671
2017-01-02,5,1218
2017-01-02,6,1174
2017-01-02,7,1064
2017-01-02,8,1996
2017-01-02,9,1664
2017-01-02,10,1722
2017-01-03,1,1635
2017-01-03,2,2481
2017-01-03,3,2152
2017-01-03,4,1953
2017-01-03,5,1456
2017-01-03,6,1410
2017-01-03,7,1288
2017-01-03,8,2269
2017-01-03,9,1915
2017-01-03,10,2091
2017-01-04,1,1713
2017-01-04,2,2348
2017-01-04,3,2107
2017-01-04,4,1969
2017-01-04,5,1350
2017-01-04,6,1392
2017-01-04,7,1275
2017-01-04,8,2381
2017-01-04,9,1934
2017-01-04,10,2041
2017-01-05,1,1858
2017-01-05,2,2648
2017-01-05,3,2287
2017-01-05,4,2114
2017-01-05,5,1529
2017-01-05,6,1460
2017-01-05,7,1417
2017-01-05,8,2312
2017-01-05,9,2116
2017-01-05,10,2154
2017-01-06,1,1890
2017-01-06,2,2677
2017-01-06,3,2431
2017-01-06,4,2180
2017-01-06,5,1568
2017-01-06,6,1653
2017-01-06,7,1449
2017-01-06,8,2620
2017-01-06,9,2224
2017-01-06,10,2302
2017-01-07,1,2043
2017-01-07,2,2861
2017-01-07,3,2552
2017-01-07,4,2452
2017-01-07,5,1698
2017-01-07,6,1709
2017-01-07,7,1543
2017-01-07,8,2760
2017-01-07,9,2422
2017-01-07,10,2551
2017-01-08,1,2187
2017-01-08,2,2988
2017-01-08,3,2671
2017-01-08,4,2574
2017-01-08,5,1781
2017-01-08,6,1754
2017-01-08,7,1594
2017-01-08,8,2879
2017-01-08,9,2585
2017-01-08,10,2687
2017-01-09,1,1444
2017-01-09,2,2018
2017-01-09,3,1801
2017-01-09,4,1712
2017-01-09,5,1191
2017-01-09,6,1172
2017-01-09,7,1112
2017-01-09,8,1909
2017-01-09,9,1663
2017-01-09,10,1775
2017-01-10,1,1775
2017-01-10,2,2471
2017-01-10,3,2078
2017-01-10,4,1943
2017-01-10,5,1388
2017-01-10,6,1362
2017-01-10,7,1285
2017-01-10,8,2249
2017-01-10,9,1927
2017-01-10,10,2130
2017-01-11,1,1682
2017-01-11,2,2386
2017-01-11,3,2073
2017-01-11,4,1914
2017-01-11,5,1413
2017-01-11,6,1454
2017-01-11,7,1290
2017-01-11,8,2264
2017-01-11,9,1931
2017-01-11,10,2084
2017-01-12,1,1768
2017-01-12,2,2458
2017-01-12,3,2283
2017-01-12,4,2027
2017-01-12,5,1537
2017-01-12,6,1542
2017-01-12,7,1365
2017-01-12,8,2411
2017-01-12,9,2054
2017-01-12,10,2239
2017-01-13,1,1897
2017-01-13,2,2641
2017-01-13,3,2547
2017-01-13,4,2164
2017-01-13,5,1710
2017-01-13,6,1666
2017-01-13,7,1467
2017-01-13,8,2561
2017-01-13,9,2200
2017-01-13,10,2333
2017-01-14,1,2052
2017-01-14,2,2835
2017-01-14,3,2535
2017-01-14,4,2316
2017-01-14,5,1738
2017-01-14,6,1810
2017-01-14,7,1505
2017-01-14,8,2737
2017-01-14,9,2427
2017-01-14,10,2479
2017-01-15,1,2203
2017-01-15,2,3042
2017-01-15,3,2705
2017-01-15,4,2421
2017-01-15,5,1771
2017-01-15,6,1722
2017-01-15,7,1700
2017-01-15,8,2888
2017-01-15,9,2537
2017-01-15,10,2712
2017-01-16,1,1422
2017-01-16,2,1912
2017-01-16,3,1860
2017-01-16,4,1640
2017-01-16,5,1155
2017-01-16,6,1271
2017-01-16,7,1104
2017-01-16,8,1955
2017-01-16,9,1616
2017-01-16,10,1808
2017-01-17,1,1695
2017-01-17,2,2350
2017-01-17,3,2079
2017-01-17,4,2013
2017-01-17,5,1398
2017-01-17,6,1414
2017-01-17,7,1265
2017-01-17,8,2264
2017-01-17,9,1944
2017-01-17,10,2088
2017-01-18,1,1670
2017-01-18,2,2355
2017-01-18,3,2212
2017-01-18,4,1976
2017-01-18,5,1378
2017-01-18,6,1383
2017-01-18,7,1365
2017-01-18,8,2274
2017-01-18,9,1952
2017-01-18,10,2080
2017-01-19,1,1773
2017-01-19,2,2456
2017-01-19,3,2338
2017-01-19,4,2072
2017-01-19,5,1492
2017-01-19,6,1458
2017-01-19,7,1363
2017-01-19,8,2338
2017-01-19,9,2073
2017-01-19,10,2167
2017-01-20,1,1961
2017-01-20,2,2701
2017-01-20,3,2488
2017-01-20,4,2205
2017-01-20,5,1593
2017-01-20,6,1584
2017-01-20,7,1452
2017-01-20,8,2570
2017-01-20,9,2234
2017-01-20,10,2276
2017-01-21,1,1993
2017-01-21,2,2869
2017-01-21,3,2573
2017-01-21,4,2417
2017-01-21,5,1664
2017-01-21,6,1780
2017-01-21,7,1561
2017-01-21,8,2773
2017-01-21,9,2504
2017-01-21,10,2457
2017-01-22,1,2130
2017-01-22,2,3030
2017-01-22,3,2756
2017-01-22,4,2519
2017-01-22,5,1781
2017-01-22,6,1808
2017-01-22,7,1636
2017-01-22,8,2929
2017-01-22,9,2549
2017-01-22,10,2693
2017-01-23,1,1475
2017-01-23,2,2066
2017-01-23,3,1743
2017-01-23,4,1629
2017-01-23,5,1150
2017-01-23,6,1153
2017-01-23,7,1036
2017-01-23,8,1986
2017-01-23,9,1637
2017-01-23,10,1822
2017-01-24,1,1661
2017-01-24,2,2427
2017-01-24,3,2095
2017-01-24,4,1950
2017-01-24,5,1351
2017-01-24,6,1327
2017-01-24,7,1299
2017-01-24,8,2295
2017-01-24,9,1958
2017-01-24,10,2161
2017-01-25,1,1687
2017-01-25,2,2298
2017-01-25,3,2080
2017-01-25,4,1895
2017-01-25,5,1427
2017-01-25,6,1368
2017-01-25,7,1282
2017-01-25,8,2273
2017-01-25,9,2035
2017-01-25,10,2105
2017-01-26,1,1724
2017-01-26,2,2493
2017-01-26,3,2290
2017-01-26,4,2044
2017-01-26,5,1489
2017-01-26,6,1563
2017-01-26,7,1335
2017-01-26,8,2339
2017-01-26,9,2041
2017-01-26,10,2223
2017-01-27,1,1859
2017-01-27,2,2591
2017-01-27,3,2398
2017-01-27,4,2191
2017-01-27,5,1619
2017-01-27,6,1632
2017-01-27,7,1463
2017-01-27,8,2649
2017-01-27,9,2302
2017-01-27,10,2412
2017-01-28,1,2045
2017-01-28,2,2788
2017-01-28,3,2532
2017-01-28,4,2344
2017-01-28,5,1699
2017-01-28,6,1677
2017-01-28,7,1518
2017-01-28,8,2695
2017-01-28,9,2438
2017-01-28,10,2474
2017-01-29,1,2105
2017-01-29,2,2933
2017-01-29,3,2716
2017-01-29,4,2570
2017-01-29,5,1867
2017-01-29,6,1836
2017-01-29,7,1689
2017-01-29,8,2870
2017-01-29,9,2516
2017-01-29,10,2705
2017-01-30,1,1406
2017-01-30,2,2025
2017-01-30,3,1826
2017-01-30,4,1655
2017-01-30,5,1184
2017-01-30,6,1151
2017-01-30,7,1071
2017-01-30,8,1994
2017-01-30,9,1745
2017-01-30,10,1782
2017-01-31,1,1737
2017-01-31,2,2385
2017-01-31,3,2066
2017-01-31,4,1965
2017-01-31,5,1398
2017-01-31,6,1448
2017-01-31,7,1323
2017-01-31,8,2177
2017-01-31,9,1850
2017-01-31,10,2137
2017-02-01,1,1850
2017-02-01,2,2675
2017-02-01,3,2322
2017-02-01,4,2165
2017-02-01,5,1580
2017-02-01,6,1535
2017-02-01,7,1491
2017-02-01,8,2536
2017-02-01,9,2171
2017-02-01,10,2287
2017-02-02,1,1911
2017-02-02,2,2831
2017-02-02,3,2547
2017-02-02,4,2294
2017-02-02,5,1643
2017-02-02,6,1658
2017-02-02,7,1540
2017-02-02,8,2664
2017-02-02,9,2247
2017-02-02,10,2540
2017-02-03,1,2140
2017-02-03,2,3026
2017-02-03,3,2636
2017-02-03,4,2419
2017-02-03,5,1820
2017-02-03,6,1778
2017-02-03,7,1602
2017-02-03,8,2991
2017-02-03,9,2485
2017-02-03,10,2604
2017-02-04,1,2289
2017-02-04,2,3224
2017-02-04,3,2843
2017-02-04,4,2685
2017-02-04,5,1837
2017-02-04,6,1913
2017-02-04,7,1700
2017-02-04,8,3081
2017-02-04,9,2638
2017-02-04,10,2808
2017-02-05,1,2399
2017-02-05,2,3413
2017-02-05,3,3031
2017-02-05,4,2695
2017-02-05,5,1949
2017-02-05,6,1945
2017-02-05,7,1768
2017-02-05,8,3264
2017-02-05,9,2766
2017-02-05,10,2854
2017-02-06,1,1609
2017-02-06,2,2270
2017-02-06,3,2052
2017-02-06,4,1847
2017-02-06,5,1341
2017-02-06,6,1373
2017-02-06,7,1184
2017-02-06,8,2132
2017-02-06,9,1812
2017-02-06,10,1964
2017-02-07,1,1821
2017-02-07,2,2630
2017-02-07,3,2408
2017-02-07,4,2112
2017-02-07,5,1501
2017-02-07,6,1577
2017-02-07,7,1406
2017-02-07,8,2549
2017-02-07,9,2134
2017-02-07,10,2295
2017-02-08,1,1840
2017-02-08,2,2591
2017-02-08,3,2356
2017-02-08,4,2138
2017-02-08,5,1538
2017-02-08,6,1488
2017-02-08,7,1486
2017-02-08,8,2458
2017-02-08,9,2099
2017-02-08,10,2298
2017-02-09,1,1991
2017-02-09,2,2749
2017-02-09,3,2446
2017-02-09,4,2271
2017-02-09,5,1669
2017-02-09,6,1625
2017-02-09,7,1561
2017-02-09,8,2760
2017-02-09,9,2336
2017-02-09,10,2419
2017-02-10,1,2098
2017-02-10,2,2959
2017-02-10,3,2674
2017-02-10,4,2456
2017-02-10,5,1835
2017-02-10,6,1798
2017-02-10,7,1571
2017-02-10,8,2914
2017-02-10,9,2560
2017-02-10,10,2667
2017-02-11,1,2207
2017-02-11,2,3259
2017-02-11,3,2964
2017-02-11,4,2668
2017-02-11,5,1959
2017-02-11,6,1945
2017-02-11,7,1779
2017-02-11,8,3049
2017-02-11,9,2644
2017-02-11,10,2837
2017-02-12,1,2363
2017-02-12,2,3350
2017-02-12,3,2964
2017-02-12,4,2823
2017-02-12,5,2055
2017-02-12,6,2099
2017-02-12,7,1770
